uniqueid,suffix,name,address,city,state,partner
10689,A,RHDFC,159  Townsend Street,Rochester,NY,Rochester Housing Development Fund Corporation
10690,A,RHDFC,163 Driving Park Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10691,A,RHDFC,167  Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10692,A,RHDFC,168  Durnan Street,Rochester,NY,Rochester Housing Development Fund Corporation
10693,A,RHDFC,174  Dunn Street,Rochester,NY,Rochester Housing Development Fund Corporation
10694,A,RHDFC,191 Longview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10695,A,RHDFC,191 Mohawk Street,Rochester,NY,Rochester Housing Development Fund Corporation
10696,A,RHDFC,1952 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10697,A,RHDFC,20 McNaughton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10698,A,RHDFC,202  Northlane Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10699,A,RHDFC,206 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10700,A,RHDFC,215 Avery,Rochester,NY,Rochester Housing Development Fund Corporation
10701,A,RHDFC,219 Bleacker Road,Rochester,NY,Rochester Housing Development Fund Corporation
10702,A,RHDFC,222  Raines Park,Rochester,NY,Rochester Housing Development Fund Corporation
10703,A,RHDFC,226 Cummings Street,Rochester,NY,Rochester Housing Development Fund Corporation
10704,A,RHDFC,232  Avis Street,Rochester,NY,Rochester Housing Development Fund Corporation
10705,A,RHDFC,237 Ridgeway Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10706,A,RHDFC,241 Akron Street,Rochester,NY,Rochester Housing Development Fund Corporation
10707,A,RHDFC,241 Sawyer Street,Rochester,NY,Rochester Housing Development Fund Corporation
10708,A,RHDFC,3 Welstead Place,Rochester,NY,Rochester Housing Development Fund Corporation
10709,A,RHDFC,305  Woodbine Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10710,A,RHDFC,308 Cedarwood Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10711,A,RHDFC,310  Wisconsin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10712,A,RHDFC,311  Birr Street,Rochester,NY,Rochester Housing Development Fund Corporation
10713,A,RHDFC,314 Ellicott Street,Rochester,NY,Rochester Housing Development Fund Corporation
10714,A,RHDFC,324 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10715,A,RHDFC,326 Seneca Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10716,A,RHDFC,34  MacBeth Street,Rochester,NY,Rochester Housing Development Fund Corporation
10717,A,RHDFC,345  Brooks Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10718,A,RHDFC,35 Baycliff Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10719,A,RHDFC,35 Morton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10720,A,RHDFC,35 Penhurst,Rochester,NY,Rochester Housing Development Fund Corporation
10721,A,RHDFC,354 Sawyer Street,Rochester,NY,Rochester Housing Development Fund Corporation
10722,A,RHDFC,36 Clay Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10723,A,RHDFC,414  Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10724,A,RHDFC,424 Melville Street,Rochester,NY,Rochester Housing Development Fund Corporation
10725,A,RHDFC,43  Mason Street,Rochester,NY,Rochester Housing Development Fund Corporation
10726,A,RHDFC,44 Bloomfield Place,Rochester,NY,Rochester Housing Development Fund Corporation
10727,A,RHDFC,445 Birr Street,Rochester,NY,Rochester Housing Development Fund Corporation
10728,A,RHDFC,456 Northland Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10729,A,RHDFC,462 Melville Street,Rochester,NY,Rochester Housing Development Fund Corporation
10730,A,RHDFC,478  Driving Park Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10731,A,RHDFC,48  Chevalin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10732,A,RHDFC,480  Hazelwood Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10733,A,RHDFC,520  Bricker Street,Rochester,NY,Rochester Housing Development Fund Corporation
10734,A,RHDFC,535  Lakeview Park,Rochester,NY,Rochester Housing Development Fund Corporation
10735,A,RHDFC,538 Westmount Street,Rochester,NY,Rochester Housing Development Fund Corporation
10736,A,RHDFC,56 Delmonte,Rochester,NY,Rochester Housing Development Fund Corporation
10737,A,RHDFC,590 Sawyer Street,Rochester,NY,Rochester Housing Development Fund Corporation
10738,A,RHDFC,602 Hayward Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10739,A,RHDFC,602 Woodbine,Rochester,NY,Rochester Housing Development Fund Corporation
10740,A,RHDFC,610  Magee Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10741,A,RHDFC,62  Manchester Street,Rochester,NY,Rochester Housing Development Fund Corporation
10742,A,RHDFC,66 Normandy Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10743,A,RHDFC,67  Fairview Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10744,A,RHDFC,672 Parsells Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10745,A,RHDFC,682 Frost Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10746,A,RHDFC,74 Rand Street,Rochester,NY,Rochester Housing Development Fund Corporation
10747,A,RHDFC,8 Daisy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10748,A,RHDFC,82 Cummings Street,Rochester,NY,Rochester Housing Development Fund Corporation
10749,A,RHDFC,84 Perinton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10750,A,RHDFC,84 Rosalind Street,Rochester,NY,Rochester Housing Development Fund Corporation
10751,A,RHDFC,85 Grafton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10752,A,RHDFC,86 Holworthy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10753,A,RHDFC,87  Minnesota Street,Rochester,NY,Rochester Housing Development Fund Corporation
10754,A,RHDFC,95  Crossfield Road,Rochester,NY,Rochester Housing Development Fund Corporation
10755,A,RHDFC,95 Lark Street,Rochester,NY,Rochester Housing Development Fund Corporation
10756,A,RHDFC Homeownership Program,Scattered Sited,Rochester,NY,Rochester Housing Development Fund Corporation
10757,A,RHDFC V,Scattered sites,Rochester,NY,Rochester Housing Development Fund Corporation
10758,A,RHDFC VII - 15L0009,223 Webster Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10759,A,RHDFV VI,scattered sites in Rochester NY 14604,Rochester,NY,Rochester Housing Development Fund Corporation
10760,A,Rivendell Court,"13, 15, 19 Rowley Street",Rochester,NY,Providence Housing Development Corp.
10761,A,Rochester ACA Program,Various Address,Rochester,NY,Rochester Housing Development Fund Corporation
10762,A,Rochester ACA Program (AKA HOME Rochester),Varrious Address,Rochester,NY,Greater Rochester Housing Partnership
10763,A,Rochester ACAP / HOME Rochester,scattered sites throughout the City of Rochester,Rochester,NY,Rochester Housing Development Fund Corporation
10764,A,Rochester HDFC,,Rochester,NY,Rochester Housing Development Fund Corporation
10765,A,Rochester HDFC IV - working capital,various,Rochester,NY,Rochester Housing Development Fund Corporation
10766,A,Rochester Housing Development Fund Corporation,120BidwellTerrace,Rochester,NY,Rochester Housing Development Fund Corporation
10767,A,Rochester Housing Development Fund Corporation,140  Gardiner Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10768,A,Rochester Housing Development Fund Corporation,157 Augustine Street,Rochester,NY,Rochester Housing Development Fund Corporation
10769,A,Rochester Housing Development Fund Corporation,182  Dickinson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10770,A,Rochester Housing Development Fund Corporation,185 Webster Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10771,A,Rochester Housing Development Fund Corporation,186StekoAvenue,Rochester,NY,Rochester Housing Development Fund Corporation
10772,A,Rochester Housing Development Fund Corporation,18TurpinStreet,Rochester,NY,Rochester Housing Development Fund Corporation
10773,A,Rochester Housing Development Fund Corporation,19  Van Olinda Street,Rochester,NY,Rochester Housing Development Fund Corporation
10774,A,Rochester Housing Development Fund Corporation,265 Congress Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10775,A,Rochester Housing Development Fund Corporation,281  Nichols Street,Rochester,NY,Rochester Housing Development Fund Corporation
10776,A,Rochester Housing Development Fund Corporation,297 Bremen Street,Rochester,NY,Rochester Housing Development Fund Corporation
10777,A,Rochester Housing Development Fund Corporation,310HazelwoodTerrace,Rochester,NY,Rochester Housing Development Fund Corporation
10778,A,Rochester Housing Development Fund Corporation,34MallingDrive,Rochester,NY,Rochester Housing Development Fund Corporation
10779,A,Rochester Housing Development Fund Corporation,35 Morville Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10780,A,Rochester Housing Development Fund Corporation,38DorbethRoad,Rochester,NY,Rochester Housing Development Fund Corporation
10781,A,Rochester Housing Development Fund Corporation,43 Wisconsin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10782,A,Rochester Housing Development Fund Corporation,43ElbaStreet,Rochester,NY,Rochester Housing Development Fund Corporation
10783,A,Rochester Housing Development Fund Corporation,44  Barberry Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10784,A,Rochester Housing Development Fund Corporation,44GardinerAvenue,Rochester,NY,Rochester Housing Development Fund Corporation
10785,A,Rochester Housing Development Fund Corporation,51  Midvale Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10786,A,Rochester Housing Development Fund Corporation,62MelvilleStreet,Rochester,NY,Rochester Housing Development Fund Corporation
10787,A,Rochester Housing Development Fund Corporation,74 Morton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10788,A,Rochester Housing Development Fund Corporation,76 Albemarle Street,Rochester,NY,Rochester Housing Development Fund Corporation
10789,A,Rochester Housing Development Fund Corporation,88PostAvenue,Rochester,NY,Rochester Housing Development Fund Corporation
10790,A,Rochester Housing Development Fund Corporation,91 Rosedale Street,Rochester,NY,Rochester Housing Development Fund Corporation
10791,A,Rochester Housing Development Fund Corporation,92 Bradburn Street,Rochester,NY,Rochester Housing Development Fund Corporation
10792,A,Rochester Housing Development Fund Corporation,96  Marne Street,Rochester,NY,Rochester Housing Development Fund Corporation
10793,A,Rochester Hsg Dev Fund Corp,1 Marigold St.,Rochester,NY,Greater Rochester Housing Partnership
10794,A,Rochester Hsg Dev Fund Corp,1 Marigold Street,Rochester,NY,Rochester Housing Development Fund Corporation
10795,A,Rochester Hsg Dev Fund Corp,10  Curtis Street,Rochester,NY,Rochester Housing Development Fund Corporation
10796,A,Rochester Hsg Dev Fund Corp,10 Daisy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10797,A,Rochester Hsg Dev Fund Corp,10 Diamond Place,Rochester,NY,Rochester Housing Development Fund Corporation
10798,A,Rochester Hsg Dev Fund Corp,100 Kingsboro Road,Rochester,NY,Rochester Housing Development Fund Corporation
10799,A,Rochester Hsg Dev Fund Corp,100 Pomeroy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10800,A,Rochester Hsg Dev Fund Corp,100 Pomeroy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10801,A,Rochester Hsg Dev Fund Corp,101 Roser Street,Rochester,NY,Rochester Housing Development Fund Corporation
10802,A,Rochester Hsg Dev Fund Corp,101 Winbourne Road,Rochester,NY,Greater Rochester Housing Partnership
10803,A,Rochester Hsg Dev Fund Corp,101 Winbourne Road,Rochester,NY,Rochester Housing Development Fund Corporation
10804,A,Rochester Hsg Dev Fund Corp,102 Bradburn Street,Rochester,NY,Rochester Housing Development Fund Corporation
10805,A,Rochester Hsg Dev Fund Corp,102 Illinois Street,Rochester,NY,Rochester Housing Development Fund Corporation
10806,A,Rochester Hsg Dev Fund Corp,103 Brookhaven Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10807,A,Rochester Hsg Dev Fund Corp,103 Northaven Terrace,Rochester,NY,Greater Rochester Housing Partnership
10808,A,Rochester Hsg Dev Fund Corp,103 Northaven Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10809,A,Rochester Hsg Dev Fund Corp,1032 Glide Street,Rochester,NY,Rochester Housing Development Fund Corporation
10810,A,Rochester Hsg Dev Fund Corp,104 Alameda Street,Rochester,NY,Rochester Housing Development Fund Corporation
10811,A,Rochester Hsg Dev Fund Corp,104 Rosemary Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10812,A,Rochester Hsg Dev Fund Corp,104 Sylvester Street,Rochester,NY,Rochester Housing Development Fund Corporation
10813,A,Rochester Hsg Dev Fund Corp,105 Longview Terrace,Rochester,NY,Greater Rochester Housing Partnership
10814,A,Rochester Hsg Dev Fund Corp,105 Longview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10815,A,Rochester Hsg Dev Fund Corp,105 Millbank Street,Rochester,NY,Rochester Housing Development Fund Corporation
10816,A,Rochester Hsg Dev Fund Corp,106 Kansas Street,Rochester,NY,Greater Rochester Housing Partnership
10817,A,Rochester Hsg Dev Fund Corp,106 Kansas Street,Rochester,NY,Rochester Housing Development Fund Corporation
10818,A,Rochester Hsg Dev Fund Corp,106 Weld Street,Rochester,NY,Rochester Housing Development Fund Corporation
10819,A,Rochester Hsg Dev Fund Corp,108 Asbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10820,A,Rochester Hsg Dev Fund Corp,108 Weld Street,Rochester,NY,Rochester Housing Development Fund Corporation
10821,A,Rochester Hsg Dev Fund Corp,11 Hickory Street,Rochester,NY,Rochester Housing Development Fund Corporation
10822,A,Rochester Hsg Dev Fund Corp,11 Lakeview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10823,A,Rochester Hsg Dev Fund Corp,11 Nelson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10824,A,Rochester Hsg Dev Fund Corp,11 Rainier Street,Rochester,NY,Rochester Housing Development Fund Corporation
10825,A,Rochester Hsg Dev Fund Corp,111 Mason Street,Rochester,NY,Rochester Housing Development Fund Corporation
10826,A,Rochester Hsg Dev Fund Corp,112 Kansas Street,Rochester,NY,Rochester Housing Development Fund Corporation
10827,A,Rochester Hsg Dev Fund Corp,113 Lark,Rochester,NY,Greater Rochester Housing Partnership
10828,A,Rochester Hsg Dev Fund Corp,113 Lark Street,Rochester,NY,Rochester Housing Development Fund Corporation
10829,A,Rochester Hsg Dev Fund Corp,114 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10830,A,Rochester Hsg Dev Fund Corp,114 Virginia Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10831,A,Rochester Hsg Dev Fund Corp,115 Hempel Street,Rochester,NY,Rochester Housing Development Fund Corporation
10832,A,Rochester Hsg Dev Fund Corp,115 Isabelle Street,Rochester,NY,Rochester Housing Development Fund Corporation
10833,A,Rochester Hsg Dev Fund Corp,116 Lehigh Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10834,A,Rochester Hsg Dev Fund Corp,116 Magee Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10835,A,Rochester Hsg Dev Fund Corp,116 Maxwell Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10836,A,Rochester Hsg Dev Fund Corp,116 Rockview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10837,A,Rochester Hsg Dev Fund Corp,117 Reliance Street,Rochester,NY,Rochester Housing Development Fund Corporation
10838,A,Rochester Hsg Dev Fund Corp,118 Winbourne Road,Rochester,NY,Rochester Housing Development Fund Corporation
10839,A,Rochester Hsg Dev Fund Corp,12 Renwood Street,Rochester,NY,Rochester Housing Development Fund Corporation
10840,A,Rochester Hsg Dev Fund Corp,121 Burlington Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10841,A,Rochester Hsg Dev Fund Corp,121 Hillendale Street,Rochester,NY,Rochester Housing Development Fund Corporation
10842,A,Rochester Hsg Dev Fund Corp,121 Strong Street,Rochester,NY,Rochester Housing Development Fund Corporation
10843,A,Rochester Hsg Dev Fund Corp,121 Van Bergh Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10844,A,Rochester Hsg Dev Fund Corp,122  Parsells Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10845,A,Rochester Hsg Dev Fund Corp,1223 Lexington Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10846,A,Rochester Hsg Dev Fund Corp,123 Bryan Street,Rochester,NY,Rochester Housing Development Fund Corporation
10847,A,Rochester Hsg Dev Fund Corp,123 Rosemary Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10848,A,Rochester Hsg Dev Fund Corp,125 Ashwood Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10849,A,Rochester Hsg Dev Fund Corp,125 Chevalin,Rochester,NY,Greater Rochester Housing Partnership
10850,A,Rochester Hsg Dev Fund Corp,125 Chevalin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10851,A,Rochester Hsg Dev Fund Corp,126 Lozier Street,Rochester,NY,Rochester Housing Development Fund Corporation
10852,A,Rochester Hsg Dev Fund Corp,126 Pomeroy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10853,A,Rochester Hsg Dev Fund Corp,126 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10854,A,Rochester Hsg Dev Fund Corp,126 Winterroth Street,Rochester,NY,Rochester Housing Development Fund Corporation
10855,A,Rochester Hsg Dev Fund Corp,127 Knickerbocker,Rochester,NY,Greater Rochester Housing Partnership
10856,A,Rochester Hsg Dev Fund Corp,127 Knickerbocker Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10857,A,Rochester Hsg Dev Fund Corp,127 Wyand Crescent,Rochester,NY,Greater Rochester Housing Partnership
10858,A,Rochester Hsg Dev Fund Corp,127 Wyand Crescent,Rochester,NY,Rochester Housing Development Fund Corporation
10859,A,Rochester Hsg Dev Fund Corp,128 Dove Street,Rochester,NY,Rochester Housing Development Fund Corporation
10860,A,Rochester Hsg Dev Fund Corp,128 Fulton Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10861,A,Rochester Hsg Dev Fund Corp,128 Hamilton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10862,A,Rochester Hsg Dev Fund Corp,128 Jackson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10863,A,Rochester Hsg Dev Fund Corp,1282 North Street,Rochester,NY,Rochester Housing Development Fund Corporation
10864,A,Rochester Hsg Dev Fund Corp,129  Bowman Street,Rochester,NY,Rochester Housing Development Fund Corporation
10865,A,Rochester Hsg Dev Fund Corp,129 Cummings Street,Rochester,NY,Rochester Housing Development Fund Corporation
10866,A,Rochester Hsg Dev Fund Corp,129 Gray Street,Rochester,NY,Greater Rochester Housing Partnership
10867,A,Rochester Hsg Dev Fund Corp,129 Gray Street,Rochester,NY,Rochester Housing Development Fund Corporation
10868,A,Rochester Hsg Dev Fund Corp,129 Weldon Street,Rochester,NY,Rochester Housing Development Fund Corporation
10869,A,Rochester Hsg Dev Fund Corp,129 Westfield Street,Rochester,NY,Rochester Housing Development Fund Corporation
10870,A,Rochester Hsg Dev Fund Corp,13 Lakeview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10871,A,Rochester Hsg Dev Fund Corp,130 Rosemary Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10872,A,Rochester Hsg Dev Fund Corp,132 Parsells Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10873,A,Rochester Hsg Dev Fund Corp,133 Traver Circle,Rochester,NY,Rochester Housing Development Fund Corporation
10874,A,Rochester Hsg Dev Fund Corp,134 Delamaine Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10875,A,Rochester Hsg Dev Fund Corp,134 Delamaine St.,Rochester,NY,Greater Rochester Housing Partnership
10876,A,Rochester Hsg Dev Fund Corp,134 Seneca Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10877,A,Rochester Hsg Dev Fund Corp,135 McNaughton,Rochester,NY,Greater Rochester Housing Partnership
10878,A,Rochester Hsg Dev Fund Corp,135 McNaughton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10879,A,Rochester Hsg Dev Fund Corp,136 Bradburn Street,Rochester,NY,Rochester Housing Development Fund Corporation
10880,A,Rochester Hsg Dev Fund Corp,136 Parsells Avenue,Rochester,NY,Greater Rochester Housing Partnership
10881,A,Rochester Hsg Dev Fund Corp,136 Parsells Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10882,A,Rochester Hsg Dev Fund Corp,137 Hillendale Street,Rochester,NY,Rochester Housing Development Fund Corporation
10883,A,Rochester Hsg Dev Fund Corp,138 Bock Street,Rochester,NY,Rochester Housing Development Fund Corporation
10884,A,Rochester Hsg Dev Fund Corp,1386 Emerson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10885,A,Rochester Hsg Dev Fund Corp,14 Straub Street,Rochester,NY,Rochester Housing Development Fund Corporation
10886,A,Rochester Hsg Dev Fund Corp,140 Albemarle Street,Rochester,NY,Greater Rochester Housing Partnership
10887,A,Rochester Hsg Dev Fund Corp,140 Albemarle Street,Rochester,NY,Rochester Housing Development Fund Corporation
10888,A,Rochester Hsg Dev Fund Corp,140 Florack Street,Rochester,NY,Rochester Housing Development Fund Corporation
10889,A,Rochester Hsg Dev Fund Corp,140 Gardiner Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10890,A,Rochester Hsg Dev Fund Corp,140 Marne Street,Rochester,NY,Greater Rochester Housing Partnership
10891,A,Rochester Hsg Dev Fund Corp,140 Marne Street,Rochester,NY,Rochester Housing Development Fund Corporation
10892,A,Rochester Hsg Dev Fund Corp,141 Burrows Street,Rochester,NY,Rochester Housing Development Fund Corporation
10893,A,Rochester Hsg Dev Fund Corp,141 Rockview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10894,A,Rochester Hsg Dev Fund Corp,143 Holworthy Street,Rochester,NY,Rochester Housing Development Fund Corporation
10895,A,Rochester Hsg Dev Fund Corp,144 Peck Street,Rochester,NY,Rochester Housing Development Fund Corporation
10896,A,Rochester Hsg Dev Fund Corp,145 Burrows Street,Rochester,NY,Rochester Housing Development Fund Corporation
10897,A,Rochester Hsg Dev Fund Corp,145 Fairview Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10898,A,Rochester Hsg Dev Fund Corp,146 Gillette Street,Rochester,NY,Rochester Housing Development Fund Corporation
10899,A,Rochester Hsg Dev Fund Corp,147 Clifton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10900,A,Rochester Hsg Dev Fund Corp,147 Turpin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10901,A,Rochester Hsg Dev Fund Corp,148 Gardiner Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10902,A,Rochester Hsg Dev Fund Corp,149 Moulson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10903,A,Rochester Hsg Dev Fund Corp,149 Moulson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10904,A,Rochester Hsg Dev Fund Corp,1496 Norton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10905,A,Rochester Hsg Dev Fund Corp,15 Averill Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10906,A,Rochester Hsg Dev Fund Corp,150 Barberry Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10907,A,Rochester Hsg Dev Fund Corp,152 Fairview Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10908,A,Rochester Hsg Dev Fund Corp,152 Gray St.,Rochester,NY,Rochester Housing Development Fund Corporation
10909,A,Rochester Hsg Dev Fund Corp,153 Chapin,Rochester,NY,Greater Rochester Housing Partnership
10910,A,Rochester Hsg Dev Fund Corp,153 Chapin Street,Rochester,NY,Rochester Housing Development Fund Corporation
10911,A,Rochester Hsg Dev Fund Corp,153 Pioneer Street,Rochester,NY,Rochester Housing Development Fund Corporation
10912,A,Rochester Hsg Dev Fund Corp,155 Alameda Street,Rochester,NY,Rochester Housing Development Fund Corporation
10913,A,Rochester Hsg Dev Fund Corp,155 Magee Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10914,A,Rochester Hsg Dev Fund Corp,155 Selye Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10915,A,Rochester Hsg Dev Fund Corp,157 Augustine Street,Rochester,NY,Rochester Housing Development Fund Corporation
10916,A,Rochester Hsg Dev Fund Corp,159 Salisbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10917,A,Rochester Hsg Dev Fund Corp,159 Townsend Street,Rochester,NY,Rochester Housing Development Fund Corporation
10918,A,Rochester Hsg Dev Fund Corp,159 Weyl Street,Rochester,NY,Rochester Housing Development Fund Corporation
10919,A,Rochester Hsg Dev Fund Corp,1596 Norton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10920,A,Rochester Hsg Dev Fund Corp,16 Pulaski Street,Rochester,NY,Rochester Housing Development Fund Corporation
10921,A,Rochester Hsg Dev Fund Corp,160 Dove Street,Rochester,NY,Rochester Housing Development Fund Corporation
10922,A,Rochester Hsg Dev Fund Corp,160 Dove Street,Rochester,NY,Rochester Housing Development Fund Corporation
10923,A,Rochester Hsg Dev Fund Corp,160 Fairview Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10924,A,Rochester Hsg Dev Fund Corp,161 Gray Street,Rochester,NY,Rochester Housing Development Fund Corporation
10925,A,Rochester Hsg Dev Fund Corp,161 Polaris Street,Rochester,NY,Rochester Housing Development Fund Corporation
10926,A,Rochester Hsg Dev Fund Corp,161 Polaris Street,Rochester,NY,Rochester Housing Development Fund Corporation
10927,A,Rochester Hsg Dev Fund Corp,163 Driving Park Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10928,A,Rochester Hsg Dev Fund Corp,1635 N. Goodman Street,Rochester,NY,Rochester Housing Development Fund Corporation
10929,A,Rochester Hsg Dev Fund Corp,165 Salisbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10930,A,Rochester Hsg Dev Fund Corp,166 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10931,A,Rochester Hsg Dev Fund Corp,167 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10932,A,Rochester Hsg Dev Fund Corp,167 Ernst Street,Rochester,NY,Rochester Housing Development Fund Corporation
10933,A,Rochester Hsg Dev Fund Corp,167 Webster Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10934,A,Rochester Hsg Dev Fund Corp,1673 Norton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10935,A,Rochester Hsg Dev Fund Corp,168 Durnan Street,Rochester,NY,Rochester Housing Development Fund Corporation
10936,A,Rochester Hsg Dev Fund Corp,169 Mitchell Street,Rochester,NY,Rochester Housing Development Fund Corporation
10937,A,Rochester Hsg Dev Fund Corp,169 Portage Street,Rochester,NY,Rochester Housing Development Fund Corporation
10938,A,Rochester Hsg Dev Fund Corp,17 Garnett Street,Rochester,NY,Rochester Housing Development Fund Corporation
10939,A,Rochester Hsg Dev Fund Corp,17 Gray Street,Rochester,NY,Rochester Housing Development Fund Corporation
10940,A,Rochester Hsg Dev Fund Corp,170 Klein  Street,Rochester,NY,Rochester Housing Development Fund Corporation
10941,A,Rochester Hsg Dev Fund Corp,170 Morton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10942,A,Rochester Hsg Dev Fund Corp,171 Brooks Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10943,A,Rochester Hsg Dev Fund Corp,171 Brooks Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10944,A,Rochester Hsg Dev Fund Corp,171 Gillette Street,Rochester,NY,Rochester Housing Development Fund Corporation
10945,A,Rochester Hsg Dev Fund Corp,171 Kislingbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10946,A,Rochester Hsg Dev Fund Corp,171 Moulson,Rochester,NY,Greater Rochester Housing Partnership
